空港名,予報時刻,変化の種類,風情報,視程,天気,雲の状態,原文セグメント
石家荘,2026-05-11 22:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 23:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 00:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 01:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 02:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 03:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 03:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 04:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 05:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 06:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 07:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 08:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 09:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 10:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 11:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 12:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 13:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 14:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 15:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 16:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 17:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 18:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 19:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 20:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 21:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 22:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 23:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 00:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 01:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 02:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 03:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 03:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 04:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 05:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 06:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 07:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 08:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 09:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 10:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 11:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 12:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 13:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 14:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 15:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 16:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 17:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 18:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 19:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 20:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 21:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 22:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 23:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 00:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 01:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 02:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 03:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 03:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 04:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 05:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 06:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 07:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 08:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 09:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 10:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 11:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 12:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 13:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 14:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 15:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 16:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 17:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 18:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 19:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 20:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 21:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 22:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-11 23:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 00:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 01:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 02:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
石家荘,2026-05-12 03:00,FROM,15004KT,4000,BR,,1018/1118 15004MPS 4000 BR NSC TX31/1107Z TN15/1022Z
